Index,Name,Predict,Ground Truth
273271,1f0ac00034c81048.jpg,1.0628478527069092,6
273271,15df10008c97808a.jpg,16.582778930664062,20
273271,18f1d000d4b26eb1.jpg,15.267141342163086,20
273271,1f79d000d5f1a68f.jpg,3.9403254985809326,16
273271,83fd000a7f0dba0.jpg,9.989875793457031,10
273271,49df000b72422a4.jpg,27.93271255493164,65
273271,6f08000d660ba5c.jpg,8.969453811645508,19
273271,70de000d7a4bf67.jpg,14.109517097473145,14
273271,1e59400094ef5d82.jpg,9.042143821716309,10
273271,2c38c00072c450c5.jpg,29.865684509277344,34
273271,1d7b80003ec0213d.jpg,2.5584795475006104,4
273271,19d4b0009f615dd9.jpg,13.686078071594238,15
273271,2e3df0005fcee449.jpg,12.860702514648438,23
273271,14dc300072ecd939.jpg,22.577486038208008,20
273271,22b030001c7be4ec.jpg,1.617591381072998,5
273271,66c80000d2981c7.jpg,53.31293487548828,68
273271,2c4bb000b97e592c.jpg,7.934433937072754,13
273271,1c20c00070107528.jpg,4.9002461433410645,9
273271,128e30009deaa60c.jpg,40.654205322265625,45
273271,3aa80005bd2228c.jpg,17.56988525390625,19
273271,1dad700087bcc50a.jpg,5.003200054168701,5
273271,20ae800047248409.jpg,2.805583000183105,5
273271,1c72c000a2ee47d5.jpg,6.324850082397461,8
273271,22f4f0002b8b12fd.jpg,22.114822387695312,26
273271,160e7000b3a0550e.jpg,7.582921981811523,22
273271,20a02000f1bcfb00.jpg,2.292325019836426,5
273271,1f5eb00035f864b3.jpg,10.451705932617188,19
273271,14f00058acfe2f.jpg,8.923578262329102,27
273271,1f521000946ad8d8.jpg,14.022124290466309,14
273271,1f3ca000086fb919.jpg,11.176410675048828,19
273271,2a7c20009fa3170e.jpg,17.8712100982666,25
273271,4df400094283283.jpg,53.56653594970703,78
273271,13d43000e395817c.jpg,20.813928604125977,37
273271,1f29200037af8acb.jpg,1.8088629245758057,5
273271,2cea40001ab86356.jpg,31.09209632873535,62
273271,1eb8c0000beccfd1.jpg,3.521710157394409,5
273271,2a10a000c689f4cb.jpg,7.06306266784668,9
273271,2d284000f7dfd099.jpg,2.0328469276428223,8
273271,22f940006fbbb182.jpg,2.0715575218200684,9
273271,1ed81000290034fa.jpg,2.7882468700408936,5
273271,66ed000feeb94c4.jpg,90.950927734375,10
273271,25de80001c3cb24b.jpg,11.048038482666016,14
273271,1fc8f00076bce197.jpg,5.023213863372803,5
273271,14f0d00052515611.jpg,55.01527404785156,34
273271,2b3eb0002dbca786.jpg,25.913179397583008,26
273271,1bd660006ab0ac6a.jpg,7.064180374145508,8
273271,12ccf00065c5c4ec.jpg,28.89419174194336,37
273271,15ed10009d6db026.jpg,12.027137756347656,23
273271,23d9d0000f219568.jpg,18.95105361938477,31
273271,2b0f0000f33b8464.jpg,13.509072303771973,20
273271,19b08000df8a9c2d.jpg,15.486326217651367,26
273271,1da8500031927201.jpg,4.083171844482422,5
273271,10f400006b6fb935.jpg,4.069773197174072,11
273271,2c2e6000e67483fc.jpg,6.302367687225342,7
273271,25d38000201516ad.jpg,44.641258239746094,93
273271,22d4b000dc140bf3.jpg,4.885204792022705,7
273271,130b000028458ffc.jpg,14.79168701171875,16
273271,1bb16000e7a389a3.jpg,4.987508773803711,5
273271,9e4f0004d21d70b.jpg,14.002120018005373,22
273271,1be0200037d3046d.jpg,9.64740753173828,13
273271,26f250004abc2e0d.jpg,5.952195167541504,6
273271,1fe29000ddadf112.jpg,0.8656367063522339,5
273271,21ecc000206d7951.jpg,19.97652816772461,21
273271,2ba7800042e32680.jpg,4.062798500061035,7
273271,1fe910001b52222b.jpg,4.110575675964356,5
273271,2c582000ec648358.jpg,7.84177303314209,14
273271,2f9cf00055c5f408.jpg,7.044488906860352,17
273271,28cc90007e02e6a6.jpg,7.0424909591674805,30
273271,1c4c300008432bc2.jpg,7.01041841506958,7
273271,1ff68000b0151886.jpg,10.604693412780762,11
273271,2cf58000b6724d4f.jpg,6.0143914222717285,7
273271,1f194000b8070849.jpg,14.279589653015137,9
273271,2f91100026a5884d.jpg,9.176555633544922,17
273271,12ba800097883475.jpg,2.2416810989379883,3
273271,162e3000d2db4fe1.jpg,11.32716941833496,14
273271,104ec00067d5b782.jpg,26.86470413208008,42
273271,26f86000482db820.jpg,3.1923418045043945,6
273271,22c84000744abf1f.jpg,22.060791015625,31
273271,2bb9000df8fb9a4.jpg,11.023492813110352,11
273271,61f6000dd621091.jpg,0.9800440073013306,5
273271,12c170004bd53807.jpg,8.976174354553223,19
273271,2f11d000b2496dd0.jpg,9.693188667297363,43
273271,56da000eae8b77e.jpg,10.528018951416016,17
273271,2b27b00094562021.jpg,3.116864919662476,9
273271,3a5e000d8876f1b.jpg,14.893457412719728,36
273271,1f6dd00084f9d116.jpg,0.7223655581474304,7
273271,1b9330008da38cd6.jpg,4.478322982788086,14
273271,1cc7d000a31f3d60.jpg,1.0569298267364502,5
273271,21f7f00077d5f4ec.jpg,1.6376605033874512,5
273271,20ffb000f5650fea.jpg,3.9258570671081534,4
273271,135a5000d155754b.jpg,3.123750925064087,3
273271,2d06000091c70338.jpg,9.126436233520508,18
273271,1e008000ee65ad31.jpg,6.965202808380127,9
273271,25d0003419579b.jpg,13.172062873840332,24
273271,1ddda0001685370d.jpg,5.744993209838867,9
273271,18e4e000478c1a3d.jpg,20.19430160522461,36
273271,2c499000f7243938.jpg,9.65736484527588,13
273271,1e97800008a6fcb5.jpg,1.7861618995666504,6
273271,2c96700081ae3025.jpg,5.941355705261231,9
273271,2f189000f412b61d.jpg,36.849212646484375,53
